Date,State,cases,daily_cases,daily_deaths,deaths,Rolling Avg Cases,Rolling Avg Deaths
2020-03-13,Alabama,6,0.0,0.0,0,,
2020-03-14,Alabama,12,6.0,0.0,0,,
2020-03-15,Alabama,23,11.0,0.0,0,,
2020-03-16,Alabama,29,6.0,0.0,0,,
2020-03-17,Alabama,39,10.0,0.0,0,,
2020-03-18,Alabama,51,12.0,0.0,0,,
2020-03-19,Alabama,78,27.0,0.0,0,10.285714285714286,0.0
2020-03-20,Alabama,106,28.0,0.0,0,14.285714285714286,0.0
2020-03-21,Alabama,131,25.0,0.0,0,17.0,0.0
2020-03-22,Alabama,157,26.0,0.0,0,19.142857142857142,0.0
2020-03-23,Alabama,196,39.0,0.0,0,23.857142857142858,0.0
2020-03-24,Alabama,242,46.0,0.0,0,29.0,0.0
2020-03-25,Alabama,386,144.0,1.0,1,47.857142857142854,0.14285714285714285
2020-03-26,Alabama,538,152.0,2.0,3,65.71428571428571,0.42857142857142855
2020-03-27,Alabama,639,101.0,1.0,4,76.14285714285714,0.5714285714285714
2020-03-28,Alabama,720,81.0,0.0,4,84.14285714285714,0.5714285714285714
2020-03-29,Alabama,830,110.0,1.0,5,96.14285714285714,0.7142857142857143
2020-03-30,Alabama,947,117.0,6.0,11,107.28571428571429,1.5714285714285714
2020-03-31,Alabama,999,52.0,3.0,14,108.14285714285714,2.0
2020-04-01,Alabama,1108,109.0,14.0,28,103.14285714285714,3.857142857142857
2020-04-02,Alabama,1270,162.0,4.0,32,104.57142857142857,4.142857142857143
2020-04-03,Alabama,1535,265.0,6.0,38,128.0,4.857142857142857
2020-04-04,Alabama,1632,97.0,6.0,44,130.28571428571428,5.714285714285714
2020-04-05,Alabama,1840,208.0,1.0,45,144.28571428571428,5.714285714285714
2020-04-06,Alabama,2005,165.0,8.0,53,151.14285714285714,6.0
2020-04-07,Alabama,2197,192.0,11.0,64,171.14285714285714,7.142857142857143
2020-04-08,Alabama,2498,301.0,3.0,67,198.57142857142858,5.571428571428571
2020-04-09,Alabama,2838,340.0,11.0,78,224.0,6.571428571428571
2020-04-10,Alabama,3008,170.0,2.0,80,210.42857142857142,6.0
2020-04-11,Alabama,3262,254.0,13.0,93,232.85714285714286,7.0
2020-04-12,Alabama,3583,321.0,0.0,93,249.0,6.857142857142857
2020-04-13,Alabama,3805,222.0,11.0,104,257.14285714285717,7.285714285714286
2020-04-14,Alabama,3953,148.0,10.0,114,250.85714285714286,7.142857142857143
2020-04-15,Alabama,4241,288.0,9.0,123,249.0,8.0
2020-04-16,Alabama,4404,163.0,14.0,137,223.71428571428572,8.428571428571429
2020-04-17,Alabama,4572,168.0,14.0,151,223.42857142857142,10.142857142857142
2020-04-18,Alabama,4723,151.0,-4.0,147,208.71428571428572,7.714285714285714
2020-04-19,Alabama,4903,180.0,13.0,160,188.57142857142858,9.571428571428571
2020-04-20,Alabama,5078,175.0,4.0,164,181.85714285714286,8.571428571428571
2020-04-21,Alabama,5327,249.0,22.0,186,196.28571428571428,10.285714285714286
2020-04-22,Alabama,5610,283.0,15.0,201,195.57142857142858,11.142857142857142
2020-04-23,Alabama,5832,222.0,-4.0,197,204.0,8.571428571428571
2020-04-24,Alabama,6026,194.0,12.0,209,207.71428571428572,8.285714285714286
2020-04-25,Alabama,6213,187.0,4.0,213,212.85714285714286,9.428571428571429
2020-04-26,Alabama,6421,208.0,6.0,219,216.85714285714286,8.428571428571429
2020-04-27,Alabama,6539,118.0,9.0,228,208.71428571428572,9.142857142857142
2020-04-28,Alabama,6750,211.0,14.0,242,203.28571428571428,8.0
2020-04-29,Alabama,6925,175.0,20.0,262,187.85714285714286,8.714285714285714
2020-04-30,Alabama,7068,143.0,10.0,272,176.57142857142858,10.714285714285714
2020-05-01,Alabama,7294,226.0,17.0,289,181.14285714285714,11.428571428571429
2020-05-02,Alabama,7611,317.0,-1.0,288,199.71428571428572,10.714285714285714
2020-05-03,Alabama,7888,277.0,2.0,290,209.57142857142858,10.142857142857142
2020-05-04,Alabama,8112,224.0,8.0,298,224.71428571428572,10.0
2020-05-05,Alabama,8437,325.0,17.0,315,241.0,10.428571428571429
2020-05-06,Alabama,8691,254.0,28.0,343,252.28571428571428,11.571428571428571
2020-05-07,Alabama,9046,355.0,26.0,369,282.57142857142856,13.857142857142858
2020-05-08,Alabama,9385,339.0,14.0,383,298.7142857142857,13.428571428571429
2020-05-09,Alabama,9668,283.0,7.0,390,293.85714285714283,14.571428571428571
2020-05-10,Alabama,9889,221.0,3.0,393,285.85714285714283,14.714285714285714
2020-05-11,Alabama,10164,275.0,10.0,403,293.14285714285717,15.0
2020-05-12,Alabama,10464,300.0,32.0,435,289.57142857142856,17.142857142857142
2020-05-13,Alabama,10700,236.0,15.0,450,287.0,15.285714285714286
2020-05-14,Alabama,11101,401.0,23.0,473,293.57142857142856,14.857142857142858
2020-05-15,Alabama,11373,272.0,10.0,483,284.0,14.285714285714286
2020-05-16,Alabama,11674,301.0,2.0,485,286.57142857142856,13.571428571428571
2020-05-17,Alabama,11771,97.0,3.0,488,268.85714285714283,13.571428571428571
2020-05-18,Alabama,12086,315.0,1.0,489,274.57142857142856,12.285714285714286
2020-05-19,Alabama,12376,290.0,15.0,504,273.14285714285717,9.857142857142858
2020-05-20,Alabama,13052,676.0,18.0,522,336.0,10.285714285714286
2020-05-21,Alabama,13414,362.0,7.0,529,330.42857142857144,8.0
2020-05-22,Alabama,13670,256.0,12.0,541,328.14285714285717,8.285714285714286
2020-05-23,Alabama,14149,479.0,8.0,549,353.57142857142856,9.142857142857142
2020-05-24,Alabama,14478,329.0,2.0,551,386.7142857142857,9.0
2020-05-25,Alabama,14986,508.0,15.0,566,414.2857142857143,11.0
2020-05-26,Alabama,15650,664.0,14.0,580,467.7142857142857,10.857142857142858
2020-05-27,Alabama,16032,382.0,3.0,583,425.7142857142857,8.714285714285714
2020-05-28,Alabama,16530,498.0,8.0,591,445.14285714285717,8.857142857142858
2020-05-29,Alabama,17031,501.0,19.0,610,480.14285714285717,9.857142857142858
2020-05-30,Alabama,17359,328.0,8.0,618,458.57142857142856,9.857142857142858
2020-05-31,Alabama,17952,593.0,12.0,630,496.2857142857143,11.285714285714286
2020-06-01,Alabama,18534,582.0,16.0,646,506.85714285714283,11.428571428571429
2020-06-02,Alabama,18771,237.0,7.0,653,445.85714285714283,10.428571428571429
2020-06-03,Alabama,18851,80.0,0.0,653,402.7142857142857,10.0
2020-06-04,Alabama,19072,221.0,0.0,653,363.14285714285717,8.857142857142858
2020-06-05,Alabama,19387,315.0,23.0,676,336.57142857142856,9.428571428571429
2020-06-06,Alabama,20043,656.0,13.0,689,383.42857142857144,10.142857142857142
2020-06-07,Alabama,20500,457.0,3.0,692,364.0,8.857142857142858
2020-06-08,Alabama,20925,425.0,26.0,718,341.57142857142856,10.285714285714286
2020-06-09,Alabama,21422,497.0,11.0,729,378.7142857142857,10.857142857142858
2020-06-10,Alabama,21989,567.0,15.0,744,448.2857142857143,13.0
2020-06-11,Alabama,22845,856.0,11.0,755,539.0,14.571428571428571
2020-06-12,Alabama,23710,865.0,14.0,769,617.5714285714286,13.285714285714286
2020-06-13,Alabama,24601,891.0,4.0,773,651.1428571428571,12.0
2020-06-14,Alabama,25615,1014.0,0.0,773,730.7142857142857,11.571428571428571
2020-06-15,Alabama,26272,657.0,1.0,774,763.8571428571429,8.0
2020-06-16,Alabama,26912,640.0,11.0,785,784.2857142857143,8.0
2020-06-17,Alabama,27312,400.0,5.0,790,760.4285714285714,6.571428571428571
2020-06-18,Alabama,28206,894.0,20.0,810,765.8571428571429,7.857142857142857
2020-06-19,Alabama,29002,796.0,12.0,822,756.0,7.571428571428571
2020-06-20,Alabama,29549,547.0,16.0,838,706.8571428571429,9.285714285714286
2020-06-21,Alabama,30021,472.0,1.0,839,629.4285714285714,9.428571428571429
2020-06-22,Alabama,30454,433.0,2.0,841,597.4285714285714,9.571428571428571
2020-06-23,Alabama,31097,643.0,23.0,864,597.8571428571429,11.285714285714286
2020-06-24,Alabama,32064,967.0,27.0,891,678.8571428571429,14.428571428571429
2020-06-25,Alabama,33206,1142.0,5.0,896,714.2857142857143,12.285714285714286
2020-06-26,Alabama,34183,977.0,11.0,907,740.1428571428571,12.142857142857142
2020-06-27,Alabama,35083,900.0,12.0,919,790.5714285714286,11.571428571428571
2020-06-28,Alabama,35441,358.0,0.0,919,774.2857142857143,11.428571428571429
2020-06-29,Alabama,37175,1734.0,10.0,929,960.1428571428571,12.571428571428571
2020-06-30,Alabama,38045,870.0,21.0,950,992.5714285714286,12.285714285714286
2020-07-01,Alabama,38962,917.0,22.0,972,985.4285714285714,11.571428571428571
2020-07-02,Alabama,40111,1149.0,13.0,985,986.4285714285714,12.714285714285714
2020-07-03,Alabama,41865,1754.0,21.0,1006,1097.4285714285713,14.142857142857142
2020-07-04,Alabama,42862,997.0,1.0,1007,1111.2857142857142,12.571428571428571
2020-07-05,Alabama,43953,1091.0,0.0,1007,1216.0,12.571428571428571
2020-07-06,Alabama,44878,925.0,0.0,1007,1100.4285714285713,11.142857142857142
2020-07-07,Alabama,45785,907.0,26.0,1033,1105.7142857142858,11.857142857142858
2020-07-08,Alabama,46962,1177.0,25.0,1058,1142.857142857143,12.285714285714286
2020-07-09,Alabama,49174,2212.0,10.0,1068,1294.7142857142858,11.857142857142858
2020-07-10,Alabama,50508,1334.0,36.0,1104,1234.7142857142858,14.0
2020-07-11,Alabama,51947,1439.0,10.0,1114,1297.857142857143,15.285714285714286
2020-07-12,Alabama,53587,1640.0,7.0,1121,1376.2857142857142,16.285714285714285
2020-07-13,Alabama,55545,1958.0,3.0,1124,1523.857142857143,16.714285714285715
2020-07-14,Alabama,57255,1710.0,40.0,1164,1638.5714285714287,18.714285714285715
2020-07-15,Alabama,59067,1812.0,47.0,1211,1729.2857142857142,21.857142857142858
2020-07-16,Alabama,61088,2021.0,19.0,1230,1702.0,23.142857142857142
2020-07-17,Alabama,63091,2003.0,35.0,1265,1797.5714285714287,23.0
2020-07-18,Alabama,65234,2143.0,21.0,1286,1898.142857142857,24.571428571428573
2020-07-19,Alabama,67011,1777.0,1.0,1287,1917.7142857142858,23.714285714285715
2020-07-20,Alabama,68891,1880.0,4.0,1291,1906.5714285714287,23.857142857142858
2020-07-21,Alabama,70358,1467.0,12.0,1303,1871.857142857143,19.857142857142858
2020-07-22,Alabama,71813,1455.0,61.0,1364,1820.857142857143,21.857142857142858
2020-07-23,Alabama,74212,2399.0,33.0,1397,1874.857142857143,23.857142857142858
2020-07-24,Alabama,76005,1793.0,41.0,1438,1844.857142857143,24.714285714285715
2020-07-25,Alabama,78130,2125.0,18.0,1456,1842.2857142857142,24.285714285714285
2020-07-26,Alabama,79294,1164.0,17.0,1473,1754.7142857142858,26.571428571428573
2020-07-27,Alabama,81115,1821.0,18.0,1491,1746.2857142857142,28.571428571428573
2020-07-28,Alabama,82366,1251.0,0.0,1491,1715.4285714285713,26.857142857142858
2020-07-29,Alabama,83782,1416.0,47.0,1538,1709.857142857143,24.857142857142858
2020-07-30,Alabama,85762,1980.0,27.0,1565,1650.0,24.0
2020-07-31,Alabama,87723,1961.0,15.0,1580,1674.0,20.285714285714285
2020-08-01,Alabama,89349,1626.0,23.0,1603,1602.7142857142858,21.0
2020-08-02,Alabama,91444,2095.0,24.0,1627,1735.7142857142858,22.0
2020-08-03,Alabama,92661,1217.0,6.0,1633,1649.4285714285713,20.285714285714285
2020-08-04,Alabama,93702,1041.0,33.0,1666,1619.4285714285713,25.0
2020-08-05,Alabama,94654,952.0,29.0,1695,1553.142857142857,22.428571428571427
2020-08-06,Alabama,96592,1938.0,19.0,1714,1547.142857142857,21.285714285714285
2020-08-07,Alabama,98301,1709.0,21.0,1735,1511.142857142857,22.142857142857142
2020-08-08,Alabama,100173,1872.0,20.0,1755,1546.2857142857142,21.714285714285715
2020-08-09,Alabama,101334,1161.0,13.0,1768,1412.857142857143,20.142857142857142
2020-08-10,Alabama,103020,1686.0,29.0,1797,1479.857142857143,23.428571428571427
2020-08-11,Alabama,103851,831.0,50.0,1847,1449.857142857143,25.857142857142858
2020-08-12,Alabama,104786,935.0,35.0,1882,1447.4285714285713,26.714285714285715
2020-08-13,Alabama,105557,771.0,8.0,1890,1280.7142857142858,25.142857142857142
2020-08-14,Alabama,106309,752.0,3.0,1893,1144.0,22.571428571428573
2020-08-15,Alabama,107580,1271.0,3.0,1896,1058.142857142857,20.142857142857142
2020-08-16,Alabama,108433,853.0,2.0,1898,1014.1428571428571,18.571428571428573
2020-08-17,Alabama,109004,571.0,27.0,1925,854.8571428571429,18.285714285714285
2020-08-18,Alabama,110361,1357.0,11.0,1936,930.0,12.714285714285714
2020-08-19,Alabama,111478,1117.0,8.0,1944,956.0,8.857142857142858
2020-08-20,Alabama,112449,971.0,30.0,1974,984.5714285714286,12.0
2020-08-21,Alabama,113632,1183.0,22.0,1996,1046.142857142857,14.714285714285714
2020-08-22,Alabama,114532,900.0,15.0,2011,993.1428571428571,16.428571428571427
2020-08-23,Alabama,115060,528.0,2.0,2013,946.7142857142857,16.428571428571427
2020-08-24,Alabama,116710,1650.0,11.0,2024,1100.857142857143,14.142857142857142
2020-08-25,Alabama,117242,532.0,13.0,2037,983.0,14.428571428571429
2020-08-26,Alabama,119254,2012.0,8.0,2045,1110.857142857143,14.428571428571429
2020-08-27,Alabama,121023,1769.0,31.0,2076,1224.857142857143,14.571428571428571
2020-08-28,Alabama,122185,1162.0,31.0,2107,1221.857142857143,15.857142857142858
2020-08-29,Alabama,123889,1704.0,45.0,2152,1336.7142857142858,20.142857142857142
2020-08-30,Alabama,125235,1346.0,10.0,2162,1453.5714285714287,21.285714285714285
2020-08-31,Alabama,126058,823.0,20.0,2182,1335.4285714285713,22.571428571428573
2020-09-01,Alabama,127616,1558.0,18.0,2200,1482.0,23.285714285714285
2020-09-02,Alabama,128239,623.0,17.0,2217,1283.5714285714287,24.571428571428573
2020-09-03,Alabama,129285,1046.0,16.0,2233,1180.2857142857142,22.428571428571427
2020-09-04,Alabama,130393,1108.0,33.0,2266,1172.5714285714287,22.714285714285715
2020-09-05,Alabama,131803,1410.0,9.0,2275,1130.5714285714287,17.571428571428573
2020-09-06,Alabama,132314,511.0,1.0,2276,1011.2857142857143,16.285714285714285
2020-09-07,Alabama,132973,659.0,0.0,2276,987.8571428571429,13.428571428571429
2020-09-08,Alabama,133606,633.0,1.0,2277,855.7142857142857,11.0
2020-09-09,Alabama,134417,811.0,8.0,2285,882.5714285714286,9.714285714285714
2020-09-10,Alabama,135565,1148.0,16.0,2301,897.1428571428571,9.714285714285714
2020-09-11,Alabama,136703,1138.0,32.0,2333,901.4285714285714,9.571428571428571
2020-09-12,Alabama,137646,943.0,17.0,2350,834.7142857142857,10.714285714285714
2020-09-13,Alabama,138755,1109.0,1.0,2351,920.1428571428571,10.714285714285714
2020-09-14,Alabama,139459,704.0,4.0,2355,926.5714285714286,11.285714285714286
2020-09-15,Alabama,140160,701.0,32.0,2387,936.2857142857143,15.714285714285714
2020-09-16,Alabama,141087,927.0,5.0,2392,952.8571428571429,15.285714285714286
2020-09-17,Alabama,141757,670.0,9.0,2401,884.5714285714286,14.285714285714286
2020-09-18,Alabama,142863,1106.0,27.0,2428,880.0,13.571428571428571
2020-09-19,Alabama,144164,1301.0,9.0,2437,931.1428571428571,12.428571428571429
2020-09-20,Alabama,144962,798.0,0.0,2437,886.7142857142857,12.285714285714286
2020-09-21,Alabama,145780,818.0,2.0,2439,903.0,12.0
2020-09-22,Alabama,146584,804.0,18.0,2457,917.7142857142857,10.0
2020-09-23,Alabama,147153,569.0,31.0,2488,866.5714285714286,13.714285714285714
2020-09-24,Alabama,148206,1053.0,18.0,2506,921.2857142857143,15.0
2020-09-25,Alabama,150658,2452.0,-15.0,2491,1113.5714285714287,9.0
2020-09-26,Alabama,151591,933.0,10.0,2501,1061.0,9.142857142857142
2020-09-27,Alabama,152321,730.0,1.0,2502,1051.2857142857142,9.285714285714286
2020-09-28,Alabama,152983,662.0,-1.0,2501,1029.0,8.857142857142858
2020-09-29,Alabama,153554,571.0,16.0,2517,995.7142857142857,8.571428571428571
2020-09-30,Alabama,154701,1147.0,23.0,2540,1078.2857142857142,7.428571428571429
2020-10-01,Alabama,155744,1043.0,8.0,2548,1076.857142857143,6.0
2020-10-02,Alabama,156698,954.0,2.0,2550,862.8571428571429,8.428571428571429
2020-10-03,Alabama,158380,1682.0,8.0,2558,969.8571428571429,8.142857142857142
2020-10-04,Alabama,159169,789.0,0.0,2558,978.2857142857143,8.0
2020-10-05,Alabama,159713,544.0,1.0,2559,961.4285714285714,8.285714285714286
2020-10-06,Alabama,160477,764.0,21.0,2580,989.0,9.0
2020-10-07,Alabama,161418,941.0,21.0,2601,959.5714285714286,8.714285714285714
2020-10-08,Alabama,161975,557.0,36.0,2637,890.1428571428571,12.714285714285714
2020-10-09,Alabama,163465,1490.0,16.0,2653,966.7142857142857,14.714285714285714
2020-10-10,Alabama,164526,1061.0,11.0,2664,878.0,15.142857142857142
2020-10-11,Alabama,165342,816.0,0.0,2664,881.8571428571429,15.142857142857142
2020-10-12,Alabama,166076,734.0,1.0,2665,909.0,15.142857142857142
2020-10-13,Alabama,167193,1117.0,0.0,2665,959.4285714285714,12.142857142857142
2020-10-14,Alabama,167977,784.0,41.0,2706,937.0,15.0
2020-10-15,Alabama,169162,1185.0,50.0,2756,1026.7142857142858,17.0
2020-10-16,Alabama,170374,1212.0,30.0,2786,987.0,19.0
2020-10-17,Alabama,171662,1288.0,2.0,2788,1019.4285714285714,17.714285714285715
2020-10-18,Alabama,172626,964.0,0.0,2788,1040.5714285714287,17.714285714285715
2020-10-19,Alabama,173485,859.0,1.0,2789,1058.4285714285713,17.714285714285715
2020-10-20,Alabama,174528,1043.0,16.0,2805,1047.857142857143,20.0
2020-10-21,Alabama,175674,1146.0,23.0,2828,1099.5714285714287,17.428571428571427
2020-10-22,Alabama,177064,1390.0,15.0,2843,1128.857142857143,12.428571428571429
2020-10-23,Alabama,180916,3852.0,16.0,2859,1506.0,10.428571428571429
2020-10-24,Alabama,183276,2360.0,7.0,2866,1659.142857142857,11.142857142857142
2020-10-25,Alabama,184355,1079.0,0.0,2866,1675.5714285714287,11.142857142857142
2020-10-26,Alabama,185322,967.0,0.0,2866,1691.0,11.0
2020-10-27,Alabama,186437,1115.0,26.0,2892,1701.2857142857142,12.428571428571429
2020-10-28,Alabama,187706,1269.0,19.0,2911,1718.857142857143,11.857142857142858
2020-10-29,Alabama,189149,1443.0,3.0,2914,1726.4285714285713,10.142857142857142
2020-10-30,Alabama,190496,1347.0,18.0,2932,1368.5714285714287,10.428571428571429
2020-10-31,Alabama,192285,1789.0,35.0,2967,1287.0,14.428571428571429
2020-11-01,Alabama,193985,1700.0,6.0,2973,1375.7142857142858,15.285714285714286
2020-11-02,Alabama,194892,907.0,0.0,2973,1367.142857142857,15.285714285714286
2020-11-03,Alabama,195929,1037.0,14.0,2987,1356.0,13.571428571428571
2020-11-04,Alabama,197777,1848.0,19.0,3006,1438.7142857142858,13.571428571428571
2020-11-05,Alabama,199158,1381.0,20.0,3026,1429.857142857143,16.0
2020-11-06,Alabama,200714,1556.0,23.0,3049,1459.7142857142858,16.714285714285715
2020-11-07,Alabama,202482,1768.0,33.0,3082,1456.7142857142858,16.428571428571427
2020-11-08,Alabama,203687,1205.0,2.0,3084,1386.0,15.857142857142858
2020-11-09,Alabama,204857,1170.0,0.0,3084,1423.5714285714287,15.857142857142858
2020-11-10,Alabama,206567,1710.0,36.0,3120,1519.7142857142858,19.0
2020-11-11,Alabama,208637,2070.0,81.0,3201,1551.4285714285713,27.857142857142858
2020-11-12,Alabama,210637,2000.0,12.0,3213,1639.857142857143,26.714285714285715
2020-11-13,Alabama,213617,2980.0,18.0,3231,1843.2857142857142,26.0
2020-11-14,Alabama,215843,2226.0,15.0,3246,1908.7142857142858,23.428571428571427
2020-11-15,Alabama,217822,1979.0,2.0,3248,2019.2857142857142,23.428571428571427
2020-11-16,Alabama,219232,1410.0,1.0,3249,2053.5714285714284,23.571428571428573
2020-11-17,Alabama,220848,1616.0,52.0,3301,2040.142857142857,25.857142857142858
2020-11-18,Alabama,223486,2638.0,46.0,3347,2121.285714285714,20.857142857142858
2020-11-19,Alabama,225910,2424.0,72.0,3419,2181.8571428571427,29.428571428571427
2020-11-20,Alabama,228373,2463.0,32.0,3451,2108.0,31.428571428571427
2020-11-21,Alabama,230708,2335.0,6.0,3457,2123.5714285714284,30.142857142857142
2020-11-22,Alabama,232506,1798.0,0.0,3457,2097.714285714286,29.857142857142858
2020-11-23,Alabama,234080,1574.0,2.0,3459,2121.1428571428573,30.0
2020-11-24,Alabama,236865,2785.0,13.0,3472,2288.1428571428573,24.428571428571427
2020-11-25,Alabama,239318,2453.0,60.0,3532,2261.714285714286,26.428571428571427
2020-11-26,Alabama,241957,2639.0,40.0,3572,2292.4285714285716,21.857142857142858
2020-11-27,Alabama,242874,917.0,0.0,3572,2071.5714285714284,17.285714285714285
2020-11-28,Alabama,244993,2119.0,0.0,3572,2040.7142857142858,16.428571428571427
2020-11-29,Alabama,247229,2236.0,5.0,3577,2103.285714285714,17.142857142857142
2020-11-30,Alabama,249524,2295.0,1.0,3578,2206.285714285714,17.0
2020-12-01,Alabama,252900,3376.0,60.0,3638,2290.714285714286,23.714285714285715
2020-12-02,Alabama,256828,3928.0,73.0,3711,2501.4285714285716,25.571428571428573
2020-12-03,Alabama,260359,3531.0,65.0,3776,2628.8571428571427,29.142857142857142
2020-12-04,Alabama,264199,3840.0,55.0,3831,3046.4285714285716,37.0
2020-12-05,Alabama,267589,3390.0,46.0,3877,3228.0,43.57142857142857
2020-12-06,Alabama,269877,2288.0,12.0,3889,3235.4285714285716,44.57142857142857
2020-12-07,Alabama,272229,2352.0,3.0,3892,3243.5714285714284,44.857142857142854
2020-12-08,Alabama,276665,4436.0,50.0,3942,3395.0,43.42857142857143
2020-12-09,Alabama,280187,3522.0,43.0,3985,3337.0,39.142857142857146
2020-12-10,Alabama,284922,4735.0,49.0,4034,3509.0,36.857142857142854
2020-12-11,Alabama,288775,3853.0,52.0,4086,3510.8571428571427,36.42857142857143
2020-12-12,Alabama,292841,4066.0,16.0,4102,3607.4285714285716,32.142857142857146
2020-12-13,Alabama,295631,2790.0,0.0,4102,3679.1428571428573,30.428571428571427
2020-12-14,Alabama,297895,2264.0,0.0,4102,3666.5714285714284,30.0
2020-12-15,Alabama,301533,3638.0,22.0,4124,3552.5714285714284,26.0
2020-12-16,Alabama,305640,4107.0,74.0,4198,3636.1428571428573,30.428571428571427
2020-12-17,Alabama,310335,4695.0,56.0,4254,3630.4285714285716,31.428571428571427
2020-12-18,Alabama,315683,5348.0,42.0,4296,3844.0,30.0
2020-12-19,Alabama,319904,4221.0,93.0,4389,3866.1428571428573,41.0
2020-12-20,Alabama,322452,2548.0,0.0,4389,3831.5714285714284,41.0
2020-12-21,Alabama,324832,2380.0,0.0,4389,3848.1428571428573,41.0
2020-12-22,Alabama,329811,4979.0,63.0,4452,4039.714285714286,46.857142857142854
2020-12-23,Alabama,334569,4758.0,135.0,4587,4132.714285714285,55.57142857142857
2020-12-24,Alabama,338801,4232.0,89.0,4676,4066.5714285714284,60.285714285714285
2020-12-25,Alabama,342426,3625.0,4.0,4680,3820.4285714285716,54.857142857142854
2020-12-26,Alabama,343458,1032.0,5.0,4685,3364.8571428571427,42.285714285714285
2020-12-27,Alabama,345628,2170.0,6.0,4691,3310.8571428571427,43.142857142857146
2020-12-28,Alabama,347897,2269.0,21.0,4712,3295.0,46.142857142857146
2020-12-29,Alabama,351804,3907.0,25.0,4737,3141.8571428571427,40.714285714285715
2020-12-30,Alabama,356820,5016.0,37.0,4774,3178.714285714286,26.714285714285715
2020-12-31,Alabama,361226,4406.0,53.0,4827,3203.5714285714284,21.571428571428573
2021-01-01,Alabama,365747,4521.0,45.0,4872,3331.5714285714284,27.428571428571427
2021-01-02,Alabama,369458,3711.0,0.0,4872,3714.285714285714,26.714285714285715
2021-01-03,Alabama,371934,2476.0,1.0,4873,3758.0,26.0
2021-01-04,Alabama,374095,2161.0,5.0,4878,3742.5714285714284,23.714285714285715
2021-01-05,Alabama,379593,5498.0,8.0,4886,3969.8571428571427,21.285714285714285
2021-01-06,Alabama,384184,4591.0,108.0,4994,3909.1428571428573,31.428571428571427
2021-01-07,Alabama,389230,5046.0,86.0,5080,4000.5714285714284,36.142857142857146
2021-01-08,Alabama,394287,5057.0,111.0,5191,4077.1428571428573,45.57142857142857
2021-01-09,Alabama,399150,4863.0,108.0,5299,4241.714285714285,61.0
2021-01-10,Alabama,401900,2750.0,35.0,5334,4280.857142857143,65.85714285714286
2021-01-11,Alabama,404000,2100.0,13.0,5347,4272.142857142857,67.0
2021-01-12,Alabama,407848,3848.0,226.0,5573,4036.4285714285716,98.14285714285714
2021-01-13,Alabama,410995,3147.0,187.0,5760,3830.1428571428573,109.42857142857143
2021-01-14,Alabama,414583,3588.0,185.0,5945,3621.8571428571427,123.57142857142857
2021-01-15,Alabama,417528,2945.0,85.0,6030,3320.1428571428573,119.85714285714286
2021-01-16,Alabama,420681,3153.0,89.0,6119,3075.8571428571427,117.14285714285714
2021-01-17,Alabama,422598,1917.0,1.0,6120,2956.8571428571427,112.28571428571429
2021-01-18,Alabama,424028,1430.0,1.0,6121,2861.1428571428573,110.57142857142857
2021-01-19,Alabama,426543,2515.0,5.0,6126,2670.714285714286,79.0
2021-01-20,Alabama,429655,3112.0,157.0,6283,2665.714285714286,74.71428571428571
2021-01-21,Alabama,432536,2881.0,96.0,6379,2564.714285714286,62.0
2021-01-22,Alabama,436087,3551.0,107.0,6486,2651.285714285714,65.14285714285714
2021-01-23,Alabama,439442,3355.0,171.0,6657,2680.1428571428573,76.85714285714286
2021-01-24,Alabama,441170,1728.0,3.0,6660,2653.1428571428573,77.14285714285714
2021-01-25,Alabama,443009,1839.0,2.0,6662,2711.5714285714284,77.28571428571429
2021-01-26,Alabama,445909,2900.0,234.0,6896,2766.5714285714284,110.0
2021-01-27,Alabama,449086,3177.0,276.0,7172,2775.8571428571427,127.0
2021-01-28,Alabama,452734,3648.0,168.0,7340,2885.4285714285716,137.28571428571428
2021-01-29,Alabama,455582,2848.0,226.0,7566,2785.0,154.28571428571428
2021-01-30,Alabama,455582,0.0,0.0,7566,2305.714285714286,129.85714285714286
2021-01-31,Alabama,459639,4057.0,122.0,7688,2638.4285714285716,146.85714285714286
2021-02-01,Alabama,460860,1221.0,0.0,7688,2550.1428571428573,146.57142857142858
2021-02-02,Alabama,462938,2078.0,206.0,7894,2432.714285714286,142.57142857142858
2021-02-03,Alabama,465056,2118.0,309.0,8203,2281.4285714285716,147.28571428571428
2021-02-04,Alabama,467823,2767.0,162.0,8365,2155.5714285714284,146.42857142857142
2021-02-05,Alabama,469319,1496.0,84.0,8449,1962.4285714285713,126.14285714285714
2021-02-06,Alabama,471311,1992.0,64.0,8513,2247.0,135.28571428571428
2021-02-07,Alabama,472423,1112.0,2.0,8515,1826.2857142857142,118.14285714285714
2021-02-08,Alabama,473348,925.0,8.0,8523,1784.0,119.28571428571429
2021-02-09,Alabama,474666,1318.0,56.0,8579,1675.4285714285713,97.85714285714286
2021-02-10,Alabama,476067,1401.0,309.0,8888,1573.0,97.85714285714286
2021-02-11,Alabama,477570,1503.0,133.0,9021,1392.4285714285713,93.71428571428571
2021-02-12,Alabama,478667,1097.0,159.0,9180,1335.4285714285713,104.42857142857143
2021-02-13,Alabama,479856,1189.0,62.0,9242,1220.7142857142858,104.14285714285714
2021-02-14,Alabama,480931,1075.0,0.0,9242,1215.4285714285713,103.85714285714286
