Date,State,Rolling Avg Cases,Rolling Avg Deaths
2020-03-13,Alabama,,
2020-03-14,Alabama,,
2020-03-15,Alabama,,
2020-03-16,Alabama,,
2020-03-17,Alabama,,
2020-03-18,Alabama,,
2020-03-19,Alabama,10.285714285714286,0.0
2020-03-20,Alabama,14.285714285714286,0.0
2020-03-21,Alabama,17.0,0.0
2020-03-22,Alabama,19.142857142857142,0.0
2020-03-23,Alabama,23.857142857142858,0.0
2020-03-24,Alabama,29.0,0.0
2020-03-25,Alabama,47.857142857142854,0.14285714285714285
2020-03-26,Alabama,65.71428571428571,0.42857142857142855
2020-03-27,Alabama,76.14285714285714,0.5714285714285714
2020-03-28,Alabama,84.14285714285714,0.5714285714285714
2020-03-29,Alabama,96.14285714285714,0.7142857142857143
2020-03-30,Alabama,107.28571428571429,1.5714285714285714
2020-03-31,Alabama,108.14285714285714,2.0
2020-04-01,Alabama,103.14285714285714,3.857142857142857
2020-04-02,Alabama,104.57142857142857,4.142857142857143
2020-04-03,Alabama,128.0,4.857142857142857
2020-04-04,Alabama,130.28571428571428,5.714285714285714
2020-04-05,Alabama,144.28571428571428,5.714285714285714
2020-04-06,Alabama,151.14285714285714,6.0
2020-04-07,Alabama,171.14285714285714,7.142857142857143
2020-04-08,Alabama,198.57142857142858,5.571428571428571
2020-04-09,Alabama,224.0,6.571428571428571
2020-04-10,Alabama,210.42857142857142,6.0
2020-04-11,Alabama,232.85714285714286,7.0
2020-04-12,Alabama,249.0,6.857142857142857
2020-04-13,Alabama,257.14285714285717,7.285714285714286
2020-04-14,Alabama,250.85714285714286,7.142857142857143
2020-04-15,Alabama,249.0,8.0
2020-04-16,Alabama,223.71428571428572,8.428571428571429
2020-04-17,Alabama,223.42857142857142,10.142857142857142
2020-04-18,Alabama,208.71428571428572,7.714285714285714
2020-04-19,Alabama,188.57142857142858,9.571428571428571
2020-04-20,Alabama,181.85714285714286,8.571428571428571
2020-04-21,Alabama,196.28571428571428,10.285714285714286
2020-04-22,Alabama,195.57142857142858,11.142857142857142
2020-04-23,Alabama,204.0,8.571428571428571
2020-04-24,Alabama,207.71428571428572,8.285714285714286
2020-04-25,Alabama,212.85714285714286,9.428571428571429
2020-04-26,Alabama,216.85714285714286,8.428571428571429
2020-04-27,Alabama,208.71428571428572,9.142857142857142
2020-04-28,Alabama,203.28571428571428,8.0
2020-04-29,Alabama,187.85714285714286,8.714285714285714
2020-04-30,Alabama,176.57142857142858,10.714285714285714
2020-05-01,Alabama,181.14285714285714,11.428571428571429
2020-05-02,Alabama,199.71428571428572,10.714285714285714
2020-05-03,Alabama,209.57142857142858,10.142857142857142
2020-05-04,Alabama,224.71428571428572,10.0
2020-05-05,Alabama,241.0,10.428571428571429
2020-05-06,Alabama,252.28571428571428,11.571428571428571
2020-05-07,Alabama,282.57142857142856,13.857142857142858
2020-05-08,Alabama,298.7142857142857,13.428571428571429
2020-05-09,Alabama,293.85714285714283,14.571428571428571
2020-05-10,Alabama,285.85714285714283,14.714285714285714
2020-05-11,Alabama,293.14285714285717,15.0
2020-05-12,Alabama,289.57142857142856,17.142857142857142
2020-05-13,Alabama,287.0,15.285714285714286
2020-05-14,Alabama,293.57142857142856,14.857142857142858
2020-05-15,Alabama,284.0,14.285714285714286
2020-05-16,Alabama,286.57142857142856,13.571428571428571
2020-05-17,Alabama,268.85714285714283,13.571428571428571
2020-05-18,Alabama,274.57142857142856,12.285714285714286
2020-05-19,Alabama,273.14285714285717,9.857142857142858
2020-05-20,Alabama,336.0,10.285714285714286
2020-05-21,Alabama,330.42857142857144,8.0
2020-05-22,Alabama,328.14285714285717,8.285714285714286
2020-05-23,Alabama,353.57142857142856,9.142857142857142
2020-05-24,Alabama,386.7142857142857,9.0
2020-05-25,Alabama,414.2857142857143,11.0
2020-05-26,Alabama,467.7142857142857,10.857142857142858
2020-05-27,Alabama,425.7142857142857,8.714285714285714
2020-05-28,Alabama,445.14285714285717,8.857142857142858
2020-05-29,Alabama,480.14285714285717,9.857142857142858
2020-05-30,Alabama,458.57142857142856,9.857142857142858
2020-05-31,Alabama,496.2857142857143,11.285714285714286
2020-06-01,Alabama,506.85714285714283,11.428571428571429
2020-06-02,Alabama,445.85714285714283,10.428571428571429
2020-06-03,Alabama,402.7142857142857,10.0
2020-06-04,Alabama,363.14285714285717,8.857142857142858
2020-06-05,Alabama,336.57142857142856,9.428571428571429
2020-06-06,Alabama,383.42857142857144,10.142857142857142
2020-06-07,Alabama,364.0,8.857142857142858
2020-06-08,Alabama,341.57142857142856,10.285714285714286
2020-06-09,Alabama,378.7142857142857,10.857142857142858
2020-06-10,Alabama,448.2857142857143,13.0
2020-06-11,Alabama,539.0,14.571428571428571
2020-06-12,Alabama,617.5714285714286,13.285714285714286
2020-06-13,Alabama,651.1428571428571,12.0
2020-06-14,Alabama,730.7142857142857,11.571428571428571
2020-06-15,Alabama,763.8571428571429,8.0
2020-06-16,Alabama,784.2857142857143,8.0
2020-06-17,Alabama,760.4285714285714,6.571428571428571
2020-06-18,Alabama,765.8571428571429,7.857142857142857
2020-06-19,Alabama,756.0,7.571428571428571
2020-06-20,Alabama,706.8571428571429,9.285714285714286
2020-06-21,Alabama,629.4285714285714,9.428571428571429
2020-06-22,Alabama,597.4285714285714,9.571428571428571
2020-06-23,Alabama,597.8571428571429,11.285714285714286
2020-06-24,Alabama,678.8571428571429,14.428571428571429
2020-06-25,Alabama,714.2857142857143,12.285714285714286
2020-06-26,Alabama,740.1428571428571,12.142857142857142
2020-06-27,Alabama,790.5714285714286,11.571428571428571
2020-06-28,Alabama,774.2857142857143,11.428571428571429
2020-06-29,Alabama,960.1428571428571,12.571428571428571
2020-06-30,Alabama,992.5714285714286,12.285714285714286
2020-07-01,Alabama,985.4285714285714,11.571428571428571
2020-07-02,Alabama,986.4285714285714,12.714285714285714
2020-07-03,Alabama,1097.4285714285713,14.142857142857142
2020-07-04,Alabama,1111.2857142857142,12.571428571428571
2020-07-05,Alabama,1216.0,12.571428571428571
2020-07-06,Alabama,1100.4285714285713,11.142857142857142
2020-07-07,Alabama,1105.7142857142858,11.857142857142858
2020-07-08,Alabama,1142.857142857143,12.285714285714286
2020-07-09,Alabama,1294.7142857142858,11.857142857142858
2020-07-10,Alabama,1234.7142857142858,14.0
2020-07-11,Alabama,1297.857142857143,15.285714285714286
2020-07-12,Alabama,1376.2857142857142,16.285714285714285
2020-07-13,Alabama,1523.857142857143,16.714285714285715
2020-07-14,Alabama,1638.5714285714287,18.714285714285715
2020-07-15,Alabama,1729.2857142857142,21.857142857142858
2020-07-16,Alabama,1702.0,23.142857142857142
2020-07-17,Alabama,1797.5714285714287,23.0
2020-07-18,Alabama,1898.142857142857,24.571428571428573
2020-07-19,Alabama,1917.7142857142858,23.714285714285715
2020-07-20,Alabama,1906.5714285714287,23.857142857142858
2020-07-21,Alabama,1871.857142857143,19.857142857142858
2020-07-22,Alabama,1820.857142857143,21.857142857142858
2020-07-23,Alabama,1874.857142857143,23.857142857142858
2020-07-24,Alabama,1844.857142857143,24.714285714285715
2020-07-25,Alabama,1842.2857142857142,24.285714285714285
2020-07-26,Alabama,1754.7142857142858,26.571428571428573
2020-07-27,Alabama,1746.2857142857142,28.571428571428573
2020-07-28,Alabama,1715.4285714285713,26.857142857142858
2020-07-29,Alabama,1709.857142857143,24.857142857142858
2020-07-30,Alabama,1650.0,24.0
2020-07-31,Alabama,1674.0,20.285714285714285
2020-08-01,Alabama,1602.7142857142858,21.0
2020-08-02,Alabama,1735.7142857142858,22.0
2020-08-03,Alabama,1649.4285714285713,20.285714285714285
2020-08-04,Alabama,1619.4285714285713,25.0
2020-08-05,Alabama,1553.142857142857,22.428571428571427
2020-08-06,Alabama,1547.142857142857,21.285714285714285
2020-08-07,Alabama,1511.142857142857,22.142857142857142
2020-08-08,Alabama,1546.2857142857142,21.714285714285715
2020-08-09,Alabama,1412.857142857143,20.142857142857142
2020-08-10,Alabama,1479.857142857143,23.428571428571427
2020-08-11,Alabama,1449.857142857143,25.857142857142858
2020-08-12,Alabama,1447.4285714285713,26.714285714285715
2020-08-13,Alabama,1280.7142857142858,25.142857142857142
2020-08-14,Alabama,1144.0,22.571428571428573
2020-08-15,Alabama,1058.142857142857,20.142857142857142
2020-08-16,Alabama,1014.1428571428571,18.571428571428573
2020-08-17,Alabama,854.8571428571429,18.285714285714285
2020-08-18,Alabama,930.0,12.714285714285714
2020-08-19,Alabama,956.0,8.857142857142858
2020-08-20,Alabama,984.5714285714286,12.0
2020-08-21,Alabama,1046.142857142857,14.714285714285714
2020-08-22,Alabama,993.1428571428571,16.428571428571427
2020-08-23,Alabama,946.7142857142857,16.428571428571427
2020-08-24,Alabama,1100.857142857143,14.142857142857142
2020-08-25,Alabama,983.0,14.428571428571429
2020-08-26,Alabama,1110.857142857143,14.428571428571429
2020-08-27,Alabama,1224.857142857143,14.571428571428571
2020-08-28,Alabama,1221.857142857143,15.857142857142858
2020-08-29,Alabama,1336.7142857142858,20.142857142857142
2020-08-30,Alabama,1453.5714285714287,21.285714285714285
2020-08-31,Alabama,1335.4285714285713,22.571428571428573
2020-09-01,Alabama,1482.0,23.285714285714285
2020-09-02,Alabama,1283.5714285714287,24.571428571428573
2020-09-03,Alabama,1180.2857142857142,22.428571428571427
2020-09-04,Alabama,1172.5714285714287,22.714285714285715
2020-09-05,Alabama,1130.5714285714287,17.571428571428573
2020-09-06,Alabama,1011.2857142857143,16.285714285714285
2020-09-07,Alabama,987.8571428571429,13.428571428571429
2020-09-08,Alabama,855.7142857142857,11.0
2020-09-09,Alabama,882.5714285714286,9.714285714285714
2020-09-10,Alabama,897.1428571428571,9.714285714285714
2020-09-11,Alabama,901.4285714285714,9.571428571428571
2020-09-12,Alabama,834.7142857142857,10.714285714285714
2020-09-13,Alabama,920.1428571428571,10.714285714285714
2020-09-14,Alabama,926.5714285714286,11.285714285714286
2020-09-15,Alabama,936.2857142857143,15.714285714285714
2020-09-16,Alabama,952.8571428571429,15.285714285714286
2020-09-17,Alabama,884.5714285714286,14.285714285714286
2020-09-18,Alabama,880.0,13.571428571428571
2020-09-19,Alabama,931.1428571428571,12.428571428571429
2020-09-20,Alabama,886.7142857142857,12.285714285714286
2020-09-21,Alabama,903.0,12.0
2020-09-22,Alabama,917.7142857142857,10.0
2020-09-23,Alabama,866.5714285714286,13.714285714285714
2020-09-24,Alabama,921.2857142857143,15.0
2020-09-25,Alabama,1113.5714285714287,9.0
2020-09-26,Alabama,1061.0,9.142857142857142
2020-09-27,Alabama,1051.2857142857142,9.285714285714286
2020-09-28,Alabama,1029.0,8.857142857142858
2020-09-29,Alabama,995.7142857142857,8.571428571428571
2020-09-30,Alabama,1078.2857142857142,7.428571428571429
2020-10-01,Alabama,1076.857142857143,6.0
2020-10-02,Alabama,862.8571428571429,8.428571428571429
2020-10-03,Alabama,969.8571428571429,8.142857142857142
2020-10-04,Alabama,978.2857142857143,8.0
2020-10-05,Alabama,961.4285714285714,8.285714285714286
2020-10-06,Alabama,989.0,9.0
2020-10-07,Alabama,959.5714285714286,8.714285714285714
2020-10-08,Alabama,890.1428571428571,12.714285714285714
2020-10-09,Alabama,966.7142857142857,14.714285714285714
2020-10-10,Alabama,878.0,15.142857142857142
2020-10-11,Alabama,881.8571428571429,15.142857142857142
2020-10-12,Alabama,909.0,15.142857142857142
2020-10-13,Alabama,959.4285714285714,12.142857142857142
2020-10-14,Alabama,937.0,15.0
2020-10-15,Alabama,1026.7142857142858,17.0
2020-10-16,Alabama,987.0,19.0
2020-10-17,Alabama,1019.4285714285714,17.714285714285715
2020-10-18,Alabama,1040.5714285714287,17.714285714285715
2020-10-19,Alabama,1058.4285714285713,17.714285714285715
2020-10-20,Alabama,1047.857142857143,20.0
2020-10-21,Alabama,1099.5714285714287,17.428571428571427
2020-10-22,Alabama,1128.857142857143,12.428571428571429
2020-10-23,Alabama,1506.0,10.428571428571429
2020-10-24,Alabama,1659.142857142857,11.142857142857142
2020-10-25,Alabama,1675.5714285714287,11.142857142857142
2020-10-26,Alabama,1691.0,11.0
2020-10-27,Alabama,1701.2857142857142,12.428571428571429
2020-10-28,Alabama,1718.857142857143,11.857142857142858
2020-10-29,Alabama,1726.4285714285713,10.142857142857142
2020-10-30,Alabama,1368.5714285714287,10.428571428571429
2020-10-31,Alabama,1287.0,14.428571428571429
2020-11-01,Alabama,1375.7142857142858,15.285714285714286
2020-11-02,Alabama,1367.142857142857,15.285714285714286
2020-11-03,Alabama,1356.0,13.571428571428571
2020-11-04,Alabama,1438.7142857142858,13.571428571428571
2020-11-05,Alabama,1429.857142857143,16.0
2020-11-06,Alabama,1459.7142857142858,16.714285714285715
2020-11-07,Alabama,1456.7142857142858,16.428571428571427
2020-11-08,Alabama,1386.0,15.857142857142858
